Actual SR Type,Predicted,Data
RIO,RIO,"I AM TRYING TO ADD MODULES TO MY PROJECT WITH THE 9075. THERE ARE THREE MODULES PLUGGED IN TO THE RIO: 9477, 9263, AND 9205.  I CAN ADD THE RIO CONTROLLER TO THE PROJECT BY IP NUMBER, BUT IT IS NOT AUTOMATICALLY DETECTED. ONCE I HAVE ADDED IT TO THE PROJECT, I CAN CONNECT TO IT. WHEN I RIGHT CLICK ON THE PROJECT OR THE CONTROLLER IN THE PROJECT, I DO NOT SEE A WAY TO ADD A CHASSIS OR DISCOVER MODULES. I CAN SEE THE RIO IN MAX.IN DISTRIBUTED SYSTEM MANAGER 2011, I CAN SEE THE RIO, BUT NOT THE MODULES. LABVIEW 2011 ON DEVELOPMENT PC (LABVIEW 2009, 2010 ALSO INSTALLED) ON CRIO:LABVIEW RT 11.0.1LANGUAGE SUPPORTSCAN ENGINERIO 4.1VISA 5.1REMOTE PANEL SERVERRUN TIME FOR WEB SERVICESHTTP CLIENT I HAVE TRIED RELOADING THE RIO SOFTWARE ON THE CONTROLLER AND REBOOTING THE CONTROLLER, WITHOUT EFFECT.  I AM CONNECTING TO THE RIO THROUGH A SWITCH, WITH THE RIO AND PC USING STATIC IPS. I CAN PING THE RIO. LABVIEW  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,VeriStand,"TRYING TO RESTART LABVIEW AND REDEPLOY THE PROJECT THAT RUNS OUR PILOT PLANT.  I'VE TRIED RE-DEPLOYING OR JUST OPENING THE .VI FILE AND THEN HITTING THE RUN ARROW.  EACH TIME IT TRIES TO DEPLOY AND THEN CRASHES.  ALSO USING THE MAX (MACS?) SOFTWARE TO DISPLAY DATA.  THAT ALSO SEEMS TO HAVE A PROBLEM NOW.  I REBOOTED THE COMPUTER, STILL NO LUCK.  THE ERROR MESSAGE IS A ""FATAL INTERNAL ERROR"" PROTOCOLSUPP.CPP LINE 3218  LABVIEW  "
RIO,RIO,"I HAD TO UPGRADE THE CRIO CHASSIS AND CONTROLLER ON AN OLDER PROJECT. I'VE STARTED A NEW PROJECT AND MOVE THE VI'S FROM THE OLD PROJECT AS LABVIEW PROJECT DIDN'T ACCEPT A CHASSIS CHANGE. IT WORKED FINE FOR A DAY BUT THEN SHARED VARIABLE STOPPED UPDATING ON THE RT SIDE AFTER I UPGRADED TO LABVIEW 2011 SP1. OTHER PROJECTS OPERATE PROPERLY WITH SHARED VARIABLES SO I ASSUME THE PROBLEM IS RELATED WITH THE PROJECT SETTINGS. PLEASE LET ME KNOW WHAT SHOULD I CHECK TO DETERMINE THE PROBLEM WITH THE SHARED VARIABLES. IF ANY DOCUMENT IS AVAILABLE PLEASE SEND ME THE LINK. ,GABRIEL ENCIU LABVIEW  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,RIO,"HI, WE NEED HELP WITH THIS PROBLEM:HTTP://FORUMS.NI.COM/T5/LABVIEW/STARTUP-APPLICATION-DOESN-T-START-ON-CRIO-WORK-FINE-ON-THE/M-P/1930613 FOR AN UNKNOWN REASON THE RT EXE APPLICATION DOESN'T START ON THE CRIO. THE FIRST VI TO EXECUTE SHOULD WRITE ON A FILE TO HELP US TROUBLESHOOT IF THE APPLICATION STARTS OR NOT. IT DOESN'T WRITE TO THE FILE. IT DOES WORK IF WE RUN THE CODE FROM LABVIEW WITH THE CRIO AS TARGET. THE TERMINAL DOESN'T SEEM TO GIVE ANY USEFUL INFORMATION. WHAT CAN WE DO TO SOLVE THIS PROBLEM? ! LABVIEW REAL-TIME  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,RIO,"I'M TRYING TO CHANGE THE DATE AND TIME ON A REAL-TIME MACHINE.  I GET AN ERROR SAYING ""HOST LABVIEW FAILED TO DOWNLOAD WHITESPACE.CTL"" WHEN TRYING TO RUN MY PROJECT (ATTACHED).  ANY IDEAS WHAT IS GOING ON? ,-KARL LABVIEW  "
RIO,Serial,"DESCRIPTION: STARTING WITH A BLANK 9014 (FORMAT IT, THEN CONFIGURE IP SETTINGS AND REBOOTING), I INSTALL THE RECOMMENDED SOFTWARE ""PACKAGE"" TO THE CONTROLLER FROM MAX. I CHOOSE ADDITIONAL ADD-ONS AS FOLLOWS: NI SYSTEM CONFIGURATION REMOTE SUPPORT 5.1.0NI WEB-BASED CONFIGURATION AND MONITORING 11.5.0 WITH NETWORK BROWSER WEB SUPPORT 5.1.0NI-RIO 4.1 JANUARY 2012 WITH:  -LABVIEW REAL-TIME 11.0.1  -LANGUAGE SUPPORT FOR LABVIEW RT 1.0.0.5  -NI-RIO 4.1    -COMPACTRIO SUPPORT 4.1  -NI-VISA 5.1    -NI-VISA ENET-ASRL PASSPORT    -NI-VISA ENET PASSPORT    -NI-VISA SERVER 5.1  -NI-VISA ENET PASSPORT  -NI-VISA ENET -ASRL PASSPORT  -RUN-TIME ENGINE FOR WEB SERVICES 11.5.0  -SYSTEM STATE PUBLISHER 2.0.0 I DEPLOY A BUILT RT EXECUTABLE APPLICATION TO THE CONTROLLER FROM THE RT PROJECT. I CREATE AN IMAGE OF THE CONTROLLER IN ITS CURRENT STATE USING THE RTAD APP FROM NI. AFTER THE INSTALL, I DO AN ADDITIONAL (EXTRA) REBOOT OF THE CONTROLLER, AND THEN I AM ABLE TO CONFIGURE AND SET BOTH THE TIME-ZONE AND THE DATE/TIME IN MAX AS EXPECTED.  AFTER THE IMAGE IS CREATED, I REBOOT WITH THE ""NO APP"" AND ""SAFE MODE"" SWITCH IN THE OFF POSITION AND VERIFY THAT THE APP IS RUNNING AND WORKING. ----- NOW, I FORMAT THE SAME CONTROLLER TO COMPLETELY ERASE IT.I USE THE RTAD APP TO CONFIGURE AN IP ADDRESS ON THE CRIO AND REBOOT IT. I REBOOT IT WITH ""SAFE MODE"" AND ""NO APP"" SWITCHES SET TO TRUE. I THEN USE THE RTAD APP TO DEPLOY THE IMAGE TO THE CONTROLLER.I DO AN EXTRA REBOOT AFTER THE IMAGE IS SUCCESSFULLY DEPLOYED. AFTER DEPLOYING AN IMAGE TO A BLANK (FORMATTED) CRIO, AND GOING TO MAX, I AM UNABLE TO SET THE TIME WITH THE FOLLOWING MESSAGE IN MAX:""THE SOFTWARE ON THE TARGET CURRENTLY ONLY SUPPORTS SETTING THE TIME ZONE""... ALL APPLICABLE MODULES ARE STILL LISTED AS ""INSTALLED"" UNDER THE CONTROLLER SOFTWARE TAB IN MAX.STEPS TO REPRODUCE: SEE ABOVE. ALSO, YOU CAN DOWNLOAD A TECHNICAL REPORT + THE ""LVAPPIMG"" FILE FROM DROP-BOX LOCATED LABVIEW REAL-TIME  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,RIO,"HI, MY COMPANY DEVELOPS APPLICATIONS THAT ARE DEPLOYED TO BOTH CRIO CONTROLLERS AND HMI(NORMAL PCS). SINCE BOTH SIDES SHARE A MAJOR PORTION OF THE CODE, WE USED CONDITIONAL DISABLE STRUCTURE WIDELY IN INITIAL DEVELOPMENT TO DIFFERENTIATE BEHAVIORS ON RTS AND PCS. THIS WORKED WELL AND SIMPLIFIED OUR SOURCE CODE MANAGEMENT IN PREVIOUS LABVIEW VERSIONS. HOWEVER, IN LV2011, IT SEEMS LABVIEW LOADS ALL SUBVIS REFERENCES REGARDLESSLY, EVEN SOME OF THEM WILL NOT BE COMPILED (I.E. SUBVIS THAT ARE IN CONDITIONAL DISABLE STRUTURE). THIS HAS BROUGHT A LOT OF PROJECT CONFLICTS. FOR INSTANCE, ONE OF OUR VIS THAT USES THE LABVIEW REAL-TIME LIBRARY. NI DEPLOYS TWO RT LVLIBS IN THE VI.LIB AND NI\TARGET\VI.LIB. BOTH LVLIBS HAVE THE SAME NAME BUT DIFFERENT FILES. I AM WONDERING IF THERE IS ANYWAY THAT I CAN ASK LABVIEW NOT TO LOAD THE SUBVIS THAT ARE IN CONDITIONAL DISABLE STRUCTURE. I HAVE ATTACHED AN EXAMPLE TO ELABORATE THIS SITUATION. AS A SIDE NOTE, I DON'T WANT TO USE DYNAMIC CALLING IN THE CODE. . TONY LABVIEW  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,"PXI Controllers, Chassis, MXI","THE SYSTEM IS A USER INTERFACE WEB RUNNING ON A XP OPERATING SYSTEM.  ONCE EVERY FEW MONTH, A MESSAGE APPEARS THAT THE COMMUNICATION HAS BEEN LOST.  REFRESHING THE SCREEN DOES NOT WORK.  THE PXI CHASSIS CAN NOT BE PINGED FROM THE PC.  WE NEED TO REBOOT THE PXI-8183.  ONCE IT REBOOTS THE INTERNET CONNECTIVITY IS FINE. LABVIEW REAL-TIME  PXI CONTROLLERS, CHASSIS, AND MXI"
RIO,RIO,"I AM DEVELOPING A PROGRAMMER FOR AUTOMOTIVE CRASH SENSORS.  I AM USING SHARED VARIABLES TO CONTROL THE CRIO VI FROM THE PC AND RETURN SMALL SETS OF DATA.  THIS WORKS FINE WHEN THE RT VI IS DEPLOYED ONTO THE CRIO.  HOWEVER, WHEN I BUILD IT INTO A RT EXE AND RUN IT A STARTUP VI, IT FAILS TO START.  I ENABLED DEBUGGING, BUT WHEN IT OPENS, THE RUN ARROW IS BROKEN.  I HAVE ALSO READ ABOUT ISSUES WITH THE SHARED VARIABLE ENGINE AND RT EXE'S.  BECAUSE OF THIS, I TRIED ADDING A DELAY BEFORE THE REST OF THE RT VI RUNS, BUT THIS ALSO FAILED.  PLEASE HELP!!!  I'VE BEEN STRUGGLING WITH THIS FOR DAYS. ,ERIC YAHRMATTERPRODUCT DESIGN ENGINEERAUTOLIV (248)223-8687 LABVIEW REAL-TIME  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,RIO,"WE ARE UTILIZING THE WEB SERVICE ON THE CRIO AND WE ARE ENCOUNTERING PROBLEM WITH THE NIWEBSERVER.CONF FILE THAT IS FOUND AT THE ROOT DIRECTORY OF THE RT.  THE FILES GET MODIFIED BY AN UNKNOWN PROCESS WHEN THE RT IS RESTARTED. ONCE IT GOT MODIFIED OUR WEB SERVICE WON'T BE SERVE PROPERLY.   THERE IS NOTHING IN OUR CODE THAT EVEN KNOW THE EXISTENT OF THE FILE, SO WE ARE ASSUMING THAT A NI PROCESS MODIFY IT. CAN YOU EXPLAIN WHY THIS FILE IS MODIFY AND HOW I CAN PREVENT IT FROM BEING MODIFY?  FOR UPGRADE PURPOSE WE CAN'T HAVE THIS FILE AS READ ONLY. I'VE ATTACH THE FILE BEFORE AND AFTER IT WAS MODIFIED IN CASE YOU WANT TO INSPECT THE FILE.  LABVIEW REAL-TIME  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,RIO,"I WOULD LIKE TO GET THE INFORMATION THAT SHOWS UP IN MAX FOR A CRIO (MODEL #, MAC ADDRESS, SERIAL #, ETC...) THROUGH AN SNMP SCAN. THIS SCAN WILL BE INITIATED BY A PIECE OF SOFTWARE WE ARE USING TO TRACK AND MANAGE COMPUTERS AND PRINTERS ON THE IT NETWORK (IT AUTOMATICALLY PULLS INFORMATION LIKE OS VERSION, SERIAL NUMBERS, ETC...). WHAT I NEED TO KNOW IS IF THE CRIO WILL RESPOND TO SNMP COMMANDS: HTTP://EN.WIKIPEDIA.ORG/WIKI/SIMPLE_NETWORK_MANAGEMENT_PROTOCOL  LABVIEW REAL-TIME  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,LVDSC,"HI, I'D LIKE TO USE THE POST.VI (DATA COMMUNICATION/PROTOCOLS/HTTP CLIENT) ON A CRIO-9022. WHICH PORT DOES IT USE? IS THERE A WAY TO SPECIFY WHICH ONE TO USE (I'D LIKE IT TO USE PORT #2, BECAUSE MY HOST PROGRAM MAY BE ON #1)? . LABVIEW REAL-TIME  "
RIO,LVDSC,"HI, I HAVE AN RT TARGET THAT NEEDS TO ACCESS THE INTERNET VIA A PROXY SERVER. HOW TO CONFIGURE THE HTTP VIS TO WORK WITH A PROXY? (THE PROXY SERVER REQUIRES AUTHENTICATION (LOGIN), BY THE WAY). , LABVIEW REAL-TIME  "
RIO,VeriStand,"HI, OUR APPLICATION WAS ORIGINALLY DEVELOPED ON LABVIEW 8.5. NOW WE ARE TRYING TO RUN IT ON LABVIEW 2011 BUT WE ARE HAVING TROUBLE. WE FORMATTED OUR RT CONTROLLER (PXI-8106) AND INSTALLED A NEWER VERSION OF LABVIEW RT OS THROUGH MAX. PLEASE REFER TO THE ATTACHED IMAGE AND SEE WHAT WE TRIED AS BELOW. PHAETON (10.3.43.39) &GT; BUILD SPECIFICATIONS &GT; HPAC &GT; BUILD : SUCCESSFULPHAETON (10.3.43.39) &GT; BUILD SPECIFICATIONS &GT; HPAC &GT; DEPLOY : SUCCESSFULMY COMPUTER &GT; BUILD SPECIFICATIONS &GT; HPAC  EXECUTABLE &GT; BUILD : SUCCESSFULMY COMPUTER &GT; BUILD SPECIFICATIONS &GT; HPAC  EXECUTABLE &GT; RUN : THE INTERFACE WAS OPEN BUT CLICKING ON BUTTONS DID NOTHING.MY COMPUTER &GT; BUILD SPECIFICATIONS &GT; HPAC  EXECUTABLE &GT; BUILD ALL : WE GOT AN ERROR MESSAGE LIKE THE FOLLOWING.  *****ERROR 7 OCCURRED AT OPEN FILE+.VI:OPEN FILE POSSIBLE REASON(S): LABVIEW: FILE NOT FOUND. THE FILE MIGHT HAVE BEEN MOVED OR DELETED, OR THE FILE PATH MIGHT BE INCORRECTLY FORMATTED FOR THE OPERATING SYSTEM. FOR EXAMPLE, USE \ AS PATH SEPARATORS ON WINDOWS, : ON MAC OS X, AND / ON LINUX. VERIFY THAT THE PATH IS CORRECT USING THE COMMAND PROMPT OR FILE EXPLORER.==============================NI-488: NONEXISTENT GPIB INTERFACE*****  I DONT KNOW EXACTLY WHAT FILE IT COULDNT LOCATE. IS THERE ANY HANDY WAY TO IDENTIFY IT? FOR YOUR INFORMATION, ""EXECUTABLE PROPERTIES &GT; ADVANCED &GT; USE LABVIEW 8.X FILE LAYOUT"" IS CHECKED. . JIYOUNG LABVIEW  PXI CONTROLLERS, CHASSIS, AND MXI"
RIO,RIO,"I HAVE DEBUGGED MY CODE CONNECTED TO CRIO, SET UP THE PROJECT PROPERTIES WITH REMOTE PANEL ENABLED.WHEN I TRIED WITH WEB BROWSER TO THE IP ADDRESS I GOT SERVER DOES NOT SUPPORT REMOTE PANEL MESSAGE ON THE BROWSER SCREEN.DO I HAVE A WRONG VERSION OF SOMETHING?  FILIP TO LABVIEW REAL-TIME  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,Serial,DOES VISA IN LABVIEW RT SUPPORT COMMUNICATING TO A USB DEVICE WITH THE INTERRUPT PIPE? LABVIEW REAL-TIME  
RIO,RIO,"THIS DOCUMENT FROM NI SEEMS TO REFERENCE RFC-2030 AS THE SNTP PROTOCOL THE CRIO RESPONDS TO.HTTP://DIGITAL.NI.COM/PUBLIC.NSF/ALLKB/F2B057C72B537EA2862572D100646D43 DOES THE CRIO ALSO RESPOND TO RFC-4330? HTTP://EN.WIKIPEDIA.ORG/WIKI/NETWORK_TIME_PROTOCOL#RELEVANT_RFCS  LABVIEW REAL-TIME  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,RIO,"HI I HAVE A SYSTEM WITH MULTIPLE HARDWARE COMPONENTS AS SHOWN IN THE ATTACHED PHOTO: HARDWARE_SETUP. WITH THIS SETUP I AM TRYING TO ACHIEVE COORDINATED OUTPUT ACROSS ALL HARDWARE WITH VERY SMALL JITTER. THE SYSTEM IS RUNNING IN THE SCAN ENGINE MODE, I AM NOT MAKING USE OF THE FPGA FEATURES YET. I AM USING AN OSCILLOSCOPE TO MEASURE THE DELAY BETWEEN DIGITAL OUTPUTS. THIS A PRELIMINARY TEST OF THE HARDWARE SO THE LABVIEW CODE I AM USING IS VERY SIMPLE. THE VI IS A SIMPLE WHILE LOOP THAT CHANGES A BOOLEAN VALUE TO TRUE/FALSE EVERY 100MS TO GENERATE A SQUARE WAVE, AS LONG AS THE ON/OFF SWITCH IS TRUE. THE RESULTS I AM GETTING SHOW A DELAY OF 900US BETWEEN THE FIRST AND LAST OUTPUT, I AM ONLY MEASURING 3 OUTPUTS FOR NOW ONE ON EACH PIECE OF HARDWARE ALONG THE CHAIN. I AM TOLD THIS DELAY IS VERY LARGE FOR THIS HARDWARE SETUP. IT ALSO APPEARS THAT THE BECKHOFF MODULE, THE LAST IN THE DAISY CHAIN IS EXECUTING FIRST, THEN THE NI 9144, THEN THE MASTER CRIO EXECUTES LAST. THIS SEEMS VERY BACKWARDS AND IS SHOWN IN THE ATTACHED PHOTO:OSCILLOSCOPE READOUT. THE YELLOW SIGNAL CORRESPONDS TO THE MASTER NI CRIO-9024, THE GREEN SIGNAL TO THE NI 9144, AND THE BLUE SIGNAL TO THE BECKHOFF EK1100 WHICH IS THE LAST IN THE DAISY CHAIN. I TRIED TO CHANGE THE ORDER OF EXECUTION USING BOTH ERROR FLOW AND A SEQUENCE STRUCTURE BUT THERE IS NO CHANGE, MY RESULTS ARE THE SAME EVERY TIME NO MATTER WHAT SETUP AND ORDER I PUT THE OUTPUT NODES IN, THE DELAY IS ALSO ALWAYS THE SAME AT AROUND 900US. THE 3 SETUPS IN LABVIEW THAT I HAVE TRIED ARE SHOWN IN THE ATTACHED PHOTOS: TRIAL 1-3. I BELIEVE THERE IS AN ERROR IN MY PROGRAMMING STYLE OR SOMETHING I AM OVERLOOKING, I WOULD APPRECIATE ANY HELP. I HAVE ATTACHED MY PROJECT FILE AS WELL AS THE VI THAT I AM WORKING WITH AND SOME PHOTOS. I WOULD VERY MUCH LIKE TO UNDERSTAND WHY THE EXECUTION ORDER IS MESSED UP AND ALSO IF I CAN GREATLY REDUCE THE DELAY TIME BETWEEN OUTPUT SIGNALS SO THEY ALL EXECUTE AT ALMOST THE SAME TIME. ,ANTHONY LABVIEW  "
RIO,LabWindows_CVI,"I'M TRYING TO USE A CERTAIN SOCKET LIBRARY DLL IN A REAL-TIME VI, BUT THE LIBRARY DOESN'T APPEAR TO WORK ON OUR PXIE 8130 DUE TO A DEPENDENCE ON THE DLL WS2_32.DLL. OUR CONTROLLER ONLY HAS WSOCK32.DLL ON IT. IF I UNDERSTAND THIS CORRECTLY, IT MEANS THAT THE VERSION OF THE RTOS RUNNING ON OUR CONTROLLER ONLY SUPPORTS THE FIRST VERSION OF WINSOCK, INSTEAD OF THE LATER VERSION (WINSOCK 2). I'M WONDERING IF NEWER VERSIONS OF THE RTOS SUPPORT WINSOCK 2 VIA WS2_32.DLL. IF SO, WE'RE WILLING TO UPGRADE TO IT, BUT WE NEED TO KNOW FIRST IF SUPPORT FOR WINSOCK 2 IS AVAILABLE ON NEWER VERSIONS. . LABVIEW REAL-TIME  PXI CONTROLLERS, CHASSIS, AND MXI"
RIO,RIO,"HI, I AM TRYING TO USE CRIO 9074 TO COLLECT DATA FROM DIFFERENT SENSORS AT 50HZ  AND LOG THE DATA TO SD CARD IN 9802 MODULE. I USE FPGA- SCAN INTERFACE HYBRID MODE BECAUSE SOME SENSORS ARE JUST BASED ON ANALOG SIGNALS AND OTHERS(I.E.. IMUS) ARE BASED ON RS232.  THIS STRUCTURE WORKED WELL. I USED TO TRANSFER ALL THE DATA TO HOST VI IN MY DESKTOP AND LOG THEM THERE. NOW, SINCE I HAVE MORE AND MORE SENSORS, I DECIDE TO LOG ALL THE DATA LOCALLY  TO SD CARD IN 9802.  HOWEVER, I HAVE A TROUBLE. I FOUND MY DATA ARE NOT CONTINUOUS AND ALWAYS MISS ONE SECOND AFTER EVER OTHER 10 SECONDS.  FIRST, I TRIED TO INSERT A FIFO TO BUFFER THE DATA BETWEEN TWO TIMED LOOPS. THE HIGH PRIORITY LOOP IS IN CHARGE OF COLLECTING DATA AND THE LOW ONE IS IN CHARGE OF WRITING.  BUT THE PROBLEM STILL EXISTS.  ACTUALLY, I THINK THE PROBLEM HAS NOTHING TO DO WITH FIFO BECAUSE 50HZ IS SLOW AND I HAVE VALIDATED THAT 9074 CAN COLLECT AND WRITE ALL DATA WITHIN 10MS.   FINALLY, I FIND OUT A PHENOMENON THAT BOTH OF THE TWO ITERATION VARIABLES ""I"" IN THE TWO TIMED LOOPS WILL PERIODICALLY STOP FOR ONE SECOND AFTER EVERY 10 SECOND( I CHECK THEM THROUGH FRONT PANEL AND PROBE).  AT THE SAME TIME, THE CPU USAGE INCREASE DRAMATICALLY AND AFTER ONE SECOND, IT WILL GO BACK TO NORMAL LEVEL.  THAT MEANS THE WHOLE RT JITTER EVERY OTHER 10 SECONDS DUE TO UNKNOWN REASON AND CANNOT WORK AT THIS INSTANT. IF I FULLY DELETE THE SD WRITING BLOCKS, THE PROBLEM IS GONE AND THE SYSTEM WORKS VERY SMOOTHLY.  SO MOST LIKELY, THE PROBLEM IS DUE TO SD CARD WRITING. I TRIED DIFFERENT WAYS, I,E, CHANGING THE LOOP PRIORITY,  CLOCK RESOURCES, THE SIZE OF FIFO.  NOTHING WORKS.  I EVEN REDUCE THE SYSTEM FREQUENCY BY TWO TO 25 HZ, AND EVEN BY 5 TO 10 HZ. THE PROBLEM STILL EXISTS.  ATTACHMENT INCLUDES TWO PICTURES ABOUT THE CPU USAGE, USUALLY, IT IS BELOW 75% AT 50HZAND I ALSO ATTACH MY PROJECT. IS THERE ANYTHING WRONG OR MISSING IN MY VI? OR DO I NEED TO CHANGE THE CONFIGURATION OF CRIO 9074 OR UPDATE THE RT ENGINE? LABVIEW REAL-TIME  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,LVDSC,I AM TRYING TO USE THE PROGRAMMATIC ACCESS OF SHARED VARIABLES HOSTED ON A WIN XP MACHINE FROM RT.  WHEN USING THE PICKER TO SELECT THE VARIABLE (BOTH FROM THE BLOCK DIAGRAM OR THE BLOCK PANEL) THE CHANNEL URL I RECEIVE AN ERROR READING THE CHANNEL. IF I REPLACE THE MACHINE NAME WITH THE IP ADDRESS EVERYTHING WORKS.  I NEED A WORKAROUND THAT WILL ALLOW THE END USER TO SELECT THE NAME FROM A FRONT PANEL CONTROL AND THE RESULTING URL WILL NOT GENERATE AN ERROR. LABVIEW REAL-TIME  NONE
RIO,RIO,"I HAVE AN APPLICATION THAT RUNS VERY WELL FOR EXTENDED PERIODS BUT WE EXPERIENCE AN UNUSUAL FAILURE.  EVERY NIGHT AT 3AM WE TRY TO FTP FILES FROM THE CRIO OVER TO A HOST COMPUTER.  WHAT I SEE IS A REPEATED FTP OPEN (TCP OPEN) TIMEOUT ERROR MANY TIMES IN A ROW AS I AM RETRYING EVERY 30 SECONDS IF IT CANNOT CONNECT AND THEN IT SEEMS THAT EVENTUALLY IT DOES RECONNECT, IT TRIES TO SEND THE FILE BUT THEN FAILS COMPLETELY WITH A TCP READ ERROR FROM WITHIN THE FIRST CASE STRUCTURE FILTERING ERRORS FROM THE FTP OPEN.  SO IT FINALLY OPENS A CONNECTION, TRIES TO PROCESS FILES, BUT THEN FAILS.  SEE THE ATTACHED VI BELOW AND I CAN SEND ADDITIONAL INFORMATION (I LOG ALL ERRORS AND OTHER INFORMATION), BUT IT SEEMS TO BE THAT AFTER REPEATED ATTEMPTS TO OPEN THE FTP CONNECTION TO THE SERVER, THAT ALL ETHERNET COMMUNICATION FAILS AS WE ARE NO LONGER ABLE TO PING, FTP FROM THE SERVER INTO THE CRIO TO VIEW FILES, VIEW THE SHARED VARIABLES, ETC.  BUT, THE CRIO CONTINUES TO OPERATE IN ALL OTHER FORMS WITH LOGGING ITS DATA TO DISK AND ALL OTHER FUNCTIONS.   MORE CURIOUS, IS THAT REBOOTING THE CRIO CHASSIS SOLVES THE ISSUE IMMEDIATELY. ANY HELP WOULD BE MUCH APPRECIATED AND I UNDERSTAND THAT THE ABOVE IS PROBABLY DIFFICULT TO DIGEST, SO PLEASE CALL ME AT (505) 363-0787 TO CLARIFY ANY DETAILS.  IN ADVANCE...DEAN LABVIEW  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
RIO,"PXI Controllers, Chassis, MXI","AFTER THE INSTALLING ECAT 2.3 THE RT SYSTEM GOES INTO A REBOOT CYCLE UNTIL IT STOPS IN SAFE MODE.  PLEASE SEE THE ATTACHED RTLOG.TXT FOR CRASH DETAILS. LABVIEW REAL-TIME  PXI CONTROLLERS, CHASSIS, AND MXI"
RIO,IMAQ,"HELLO,  I HAVE A LABVIEW RT SYSTEM RUNNING A VISION INSPECTION.  THE RT PC IS CONNECTED TO A SEPARATE CONTROLLER THAT IS RUNNING WINDOWS CE. THE WINDOWS CE DEVICE ACTS AS AN HMI FOR THE RT PC. IT SENDS COMMANDS TO CONTROL THE RT PC AND IT ALSO RECEIVES INSPECTION IMAGES AND DISPLAYS THEM. ALL OF THE COMMUNICATION IS DONE VIA TCP/IP.  THE OTHER DAY, THE SYSTEM CRASHED AND DISPLAYED A VAGUE EXCEPTION MESSAGE. IN THE ATTACHED ZIP FILE, YOU'LL FIND A PICTURE OF THE CONSOLE AFTER THE CRASH OCCURRED.  THE CRASH OCCURRED OVERNIGHT, BUT THE CONSOLE STILL DISPLAYED THE MESSAGE WHEN I ARRIVED IN THE MORNING.  THE SYSTEM WASN'T RUNNING INSPECTIONS OVERNIGHT, BUT IT WAS REPEATEDLY SENDING A PREVIOUSLY-ACQUIRED IMAGE TO THE WINDOWS CE HMI. THE IMAGE IS SENT ONCE EVERY SECOND.  THE ZIP FILE ALSO CONTAINS THE MAX TECHNICAL REPORT FOR THE RT PC. I NOTICED IN THE RTLOG.TXT FILE THAT THERE IS A LOG OF THE EXCEPTION THAT OCCURRED (AT SYSTEM TIME (UTC): 2012-07-03 12:30:07). I WOULD LIKE TO BETTER UNDERSTAND THE SOURCE OF THIS EXCEPTION AND DETERMINE IF THERE IS ANYTHING WE NEED TO DO TO PREVENT IT FROM EVERY HAPPENING AGAIN. SINCE THIS SYSTEM IS AN INSPECTION SYSTEM, IT NEEDS TO HAVE 100% UP TIME, AND THAT'S WHY WE CHOSE A RT SYSTEM.  IF NECESSARY, I'D LIKE THIS TO BE QUICKLY ESCALATED TO THE RT PSE (TANYA VISSER, I BELIEVE).   FOR YOUR HELP, ERIC LABVIEW REAL-TIME  "
